from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,r_ohm,x_ohm,g_siemens,b_siemens,y_magnitude
30,61,0.00119689,0.2067,0.0804248,0.000247397163,9.6259638872e-05,3510.6100369304413,-1365.9415099086762,3766.9854047883364
15,6,0.00118994,0.2067,0.0804248,0.000245960598,9.570068651200001e-05,3531.1142134071265,-1373.9194697166206,3788.9869750887547
92,68,0.00223413,0.2067,0.0804248,0.000461794671,0.000179679458424,1880.7383845620782,-731.7755608646746,2018.0863070354512
105,11,0.0529,0.2067,0.0804248,0.01093443,0.004254471920000001,79.42937707186532,-30.905136744699348,85.23000304607018
4,33,0.00422241,0.2067,0.0804248,0.000872772147,0.000339586479768,995.1222280881478,-387.19161185071926,1067.794733608795
13,25,0.0216051,0.2067,0.0804248,0.00446577417,0.00173758584648,194.48250862535588,-75.67110236909784,208.6853178711097
82,86,0.0113517,0.2067,0.0804248,0.00234639639,0.00091295820216,370.1484400663932,-144.0208720979761,397.1799079553822
127,15,0.0106382,0.2067,0.0804248,0.0021989159400000002,0.00085557510736,394.9741541897761,-153.68029683542284,423.8186122781215
108,49,0.0179292,0.2067,0.0804248,0.00370596564,0.00144195232416,234.3559136549135,-91.18542566286256,251.4706267506142
94,62,0.00275758,0.2067,0.0804248,0.000569991786,0.000221777819984,1523.7324201298518,-592.8682880622124,1635.00865292652
116,85,0.00153052,0.2067,0.0804248,0.000316358484,0.000123091764896,2745.3506305710976,-1068.1871088222274,2945.840081238476
81,95,0.0353929,0.2067,0.0804248,0.007315712429999999,0.00284646690392,118.71912296256244,-46.19236439496609,127.38902890515082
59,87,0.0111255,0.2067,0.0804248,0.00229964085,0.0008947661124000001,377.6741761809964,-146.94905701268218,405.25523896787666
55,82,0.00784121,0.2067,0.0804248,0.0016207781069999998,0.000630627746008,535.8629659327676,-208.4986543906611,574.9963540240744
2,121,0.00174531,0.2067,0.0804248,0.00036075557699999996,0.000140366207688,2407.4886679739852,-936.728566154205,2583.3044909712958
109,34,0.0284746,0.2067,0.0804248,0.00588569982,0.0022900640100800003,147.56358463689307,-57.41544161444219,158.33996478043983
104,17,0.00368286,0.2067,0.0804248,0.000761247162,0.00029619327892800004,1140.9106094452886,-443.91634050563846,1224.2298542809426
22,36,0.0225228,0.2067,0.0804248,0.0046554627599999995,0.00181139168544,186.5582452937324,-72.58785469811016,200.1823557078655
84,99,0.00151298,0.2067,0.0804248,0.00031273296599999996,0.000121681113904,2777.1775219115098,-1080.5706181143146,2979.9912498097215
88,51,0.0107857,0.2067,0.0804248,0.00222940419,0.0008674377653600001,389.5726792977439,-151.57863966127331,418.02267457254624
40,94,0.00876741,0.2067,0.0804248,0.001812223647,0.000705117195768,479.253741652515,-186.47259952421473,514.2530303860675
105,40,0.0762474,0.2067,0.0804248,0.015760337580000002,0.006132181895520001,55.10763707485994,-21.441803048951115,59.132077436569794
111,38,0.0128602,0.2067,0.0804248,0.00265820334,0.0010342790129600002,326.73007006902503,-127.12724015136588,350.5907498434793
44,78,0.0110807,0.2067,0.0804248,0.00229038069,0.0008911630813600001,379.2011377531813,-147.54318172990835,406.89371259370904
42,16,0.00532133,0.2067,0.0804248,0.001099918911,0.00042796690098400003,789.617266191286,-307.2317886307738,847.2820067797172
60,1,0.00716572,0.2067,0.0804248,0.0014811543240000002,0.000576301597856,586.3770908019956,-228.15317006450087,629.199460924668
99,110,0.0403499,0.2067,0.0804248,0.00834032433,0.0032451326375200003,104.13443520558107,-40.51761550325021,111.73924002629776
63,24,0.00490359,0.2067,0.0804248,0.001013572053,0.000394370245032,856.8852712199993,-333.40506318729655,919.4625083127081
75,115,0.01781,0.2067,0.0804248,0.003681327,0.001432365688,235.92442712530467,-91.79571778745624,253.15368675671604
80,114,0.0224202,0.2067,0.0804248,0.00463425534,0.0018031401009600003,187.41197880044228,-72.92003344281477,201.0984362823308
7,19,0.00481371,0.2067,0.0804248,0.0009949938569999998,0.000387141664008,872.8847494140023,-339.6302921851536,936.6304079674749
66,117,0.0014281,0.2067,0.0804248,0.00029518827,0.00011485465688000001,2942.240772426074,-1144.7949960048986,3157.1088587193562
102,122,0.0074508,0.2067,0.0804248,0.00154008036,0.00059922909984,563.9413280589569,-219.42365031870344,605.1252430795502
114,100,0.0232896,0.2067,0.0804248,0.00481396032,0.0018730614220800002,180.41589581193648,-70.19793099901223,193.59143828735193
73,111,0.00128597,0.2067,0.0804248,0.000265809999,0.000103423880056,3267.427737118032,-1271.3218300540411,3506.0438121706666
25,116,0.0096864,0.2067,0.0804248,0.00200217888,0.00077902678272,433.784899147431,-168.78115025134161,465.4636563777164
100,22,0.0504014,0.2067,0.0804248,0.01041796938,0.0040535225147200005,83.36701058108854,-32.437228604653754,89.4551969020129
32,112,0.0013761,0.2067,0.0804248,0.00028443987,0.00011067256727999999,3053.422023909364,-1188.0544537421665,3276.4095350171588
39,101,0.00123807,0.2067,0.0804248,0.00025590906899999996,9.9571532136e-05,3393.8420663627066,-1320.5083184267414,3641.6900184457368
62,79,0.00433094,0.2067,0.0804248,0.000895205298,0.00034831498331200003,970.1852362539485,-377.48889012422137,1041.0366251061228
103,42,0.00396229,0.2067,0.0804248,0.0008190053430000001,0.00031866638079200004,1060.4509127554206,-412.61031721418556,1137.8942886909115
78,71,0.00195877,0.2067,0.0804248,0.00040487775899999994,0.000157533685496,2145.128854894488,-834.6471172187627,2301.784875782819
128,45,0.0157142,0.2067,0.0804248,0.00324812514,0.00126381139216,267.3896251226073,-104.03849599690696,286.9167479818961
85,3,0.0283,0.2067,0.0804248,0.00584961,0.00227602184,148.47399459723238,-57.769672572247195,159.3168608175658
1,47,0.0127928,0.2067,0.0804248,0.00264427176,0.0010288583814400001,328.45147638528516,-127.79702127717118,352.4378682647358
27,91,0.0075508,0.2067,0.0804248,0.00156075036,0.0006072715798400001,556.472697873295,-216.51768472143291,597.1111883690619
21,41,0.00380553,0.2067,0.0804248,0.000786603051,0.000306058989144,1104.1337335671183,-429.60684419636567,1184.767210122404
23,56,0.00824156,0.2067,0.0804248,0.001703530452,0.000662825814688,509.8323675495509,-198.37042183695755,547.0647742826737
53,44,0.00330877,0.2067,0.0804248,0.000683922759,0.000266107165496,1269.9021228739612,-494.10558418826196,1362.6414532098372
93,4,0.0412435,0.2067,0.0804248,0.00852503145,0.0033170002388000002,101.87821225409279,-39.6397428393467,109.31824799391691
16,63,0.00715753,0.2067,0.0804248,0.001479461451,0.0005756429187440001,587.0480524848203,-228.4142342113265,629.9194220823541
24,77,0.00409388,0.2067,0.0804248,0.0008462049960000001,0.00032924948022400004,1026.364731526492,-399.3477419451951,1101.3188371757628
8,74,0.0255392,0.2067,0.0804248,0.00527895264,0.00205398505216,164.52410596657984,-64.01460240706817,176.5390913238125
115,30,0.0108022,0.2067,0.0804248,0.0022328147399999997,0.0008687647745600001,388.97762003125996,-151.34710834779915,417.38415888773704
116,35,0.0403745,0.2067,0.0804248,0.00834540915,0.0032471110876,104.07098656581941,-40.49292830362222,111.67115781339986
49,32,0.048199,0.2067,0.0804248,0.0099627333,0.0038763949352,87.17637393102919,-33.91941189225078,93.54275319274491
69,126,0.00369018,0.2067,0.0804248,0.000762760206,0.000296781988464,1138.6474500164427,-443.0357689312163,1221.8014192091207
72,10,0.0147151,0.2067,0.0804248,0.00304161117,0.00118345897448,285.5443759880447,-111.10231896450556,306.3973171189535
47,62,0.0113302,0.2067,0.0804248,0.00234195234,0.0009112290689600001,370.85082762013695,-144.29416372125783,397.933589975209
127,120,0.015993,0.2067,0.0804248,0.0033057531,0.0012862338264,262.72832158454804,-102.22483172604237,281.91503539905665
20,60,0.00288436,0.2067,0.0804248,0.0005961972119999999,0.000231974076128,1456.7578412894634,-566.8091825550888,1563.1430061216745
98,102,0.00303854,0.2067,0.0804248,0.000628066218,0.00024437397179200005,1382.8398003981108,-538.0484488585292,1483.8268250992621
125,55,0.00142573,0.2067,0.0804248,0.000294698391,0.00011466405010400001,2947.131677878474,-1146.6979959702019,3162.356940751133
87,73,0.00463777,0.2067,0.0804248,0.0009586270590000001,0.000372991724696,905.9987983668177,-352.51462099125126,972.1627336278239
49,80,0.0407432,0.2067,0.0804248,0.00842161944,0.0032767637113600002,103.12921044742868,-40.126493103010944,110.66060498775532
71,105,0.0452348,0.2067,0.0804248,0.00935003316,0.00363799974304,92.8889714799596,-36.14212362593834,99.67253444554
97,3,0.139526,0.2067,0.0804248,0.0288400242,0.011221350644800001,30.114917987340537,-11.717398433228183,32.31417199043269
37,83,0.0238476,0.2067,0.0804248,0.00492929892,0.0019179384604800002,176.19441986202702,-68.55539902525182,189.06167333975378
105,89,0.0822515,0.2067,0.0804248,0.01700138505,0.006615060437200001,51.084953430656896,-19.876619074358466,54.81562234290088
105,77,0.0820309,0.2067,0.0804248,0.01695578703,0.00659731872632,51.22233264662068,-19.930071885040828,54.96303418756972
89,81,0.0585342,0.2067,0.0804248,0.01209901914,0.0047076013281600005,71.7839151658633,-27.9303677814781,77.02620282052393
